Mirella,F
Miri,F
Míria,F
Miriam,F
Miriám,F
Mirijam,F
Mirjam,F
Mirjám,F
Mirjána,F
Mirka,F
Mirna,F
Mirona,F
Mirtilia,F
Mirtill,F
Misell,F
Mita,F
Miu,F
Moána,F
Modeszta,F
Modesztina,F
Mogyoró,F
Móhini,F
Moira,F
Molli,F
Mona,F
Móna,F
Móni,F
Mónika,F
Montika,F
Morella,F
Morgána,F
Muriel,F
Múzsa,F
Nabiha,F
Nabila,F
Nadett,F
Nadia,F
Nadin,F
Nadina,F
Nadinka,F
Nadira,F
Nádja,F
Nagyezsda,F
Naira,F
Nájiká,F
Nala,F
Nalani,F
Naliba,F
Nalini,F
Nalla,F
Namika,F
Nana,F
Nanae,F
Nanda,F
Nandin,F
Nandini,F
Nandita,F
Nanett,F
Nanetta,F
Náni,F
Naomi,F
Naómi,F
Napsugár,F
Napvirág,F
Nara,F
Narin,F
Nárcisz,F
Narcissza,F
Narina,F
Narmin,F
Násfa,F
Nasira,F
Nasztázia,F
Natali,F
Natália,F
Natánia,F
Natasa,F
Nauszika,F
Nausziká,F
Nauzika,F
Nazira,F
Nazli,F
Nea,F
Nedda,F
Nefelejcs,F
Nefeli,F
Néla,F
Nelda,F
Néle,F
Nélia,F
Nella,F
Nelli,F
Nenszi,F
Nerella,F
Nerina,F
Neste,F
Neszrin,F
Neszta,F
Netta,F
Netti,F
Néva,F
Névia,F
Nia,F
Niara,F
Nika,F
Niké,F
Niki,F
Nikodémia,F
Nikol,F
Nikola,F
Nikolett,F
Nikoletta,F
Nikolina,F
Nila,F
Níla,F
Nilla,F
Nilüfer,F
Nimfa,F
Nina,F
Ninell,F
Ninett,F
Ninetta,F
Ninon,F
Niobé,F
Nirmalá,F
Nisá,F
Nissza,F
Nita,F
Niva,F
Noa,F
Noéla,F
Noélia,F
Noelin,F
Noelina,F
Noella,F
Noémi,F
Nola,F
Nolina,F
Nomin,F
Nona,F
Nóna,F
Nonna,F
Nóra,F
Norberta,F
Norella,F
Norena,F
Nóri,F
Norina,F
Norka,F
Norma,F
Nova,F
Nóva,F
Noveli,F
Nurbanu,F
Núria,F
Nyeste,F
Nyina,F
Oana,F
Óceánia,F
Odett,F
Odetta,F
Odil,F
Odília,F
Ofélia,F
Oktávia,F
Olena,F
Olga,F
Oliána,F
Olimpia,F
Olina,F
Olinda,F
Oliva,F
Olivia,F
Olívia,F
Opál,F
Opika,F
Ora,F
Orália,F
Orchidea,F
Orgona,F
Oriána,F
Orsi,F
Orsika,F
Orsolya,F
Oszvalda,F
Otília,F
Otti,F
Ottilia,F
Oxána,F
Ozora,F
Örsi,F
Örsike,F
Örzse,F
?szike,F
?zike,F
Padma,F
Pálma,F
Palmira,F
Paloma,F
Palóma,F
Pamela,F
Paméla,F
Pamína,F
Pandora,F
Pandóra,F
Panka,F
Panna,F
Panni,F
Parisza,F
Paszkália,F
Pasztorella,F
Patricia,F
Patrícia,F
Paula,F
Pauletta,F
Paulin,F
Paulina,F
Peggi,F
Pelágia,F
Pénelopé,F
Peónia,F
Peregrina,F
Perenna,F
Perla,F
Perpétua,F
Petra,F
Petrina,F
Petronella,F
Petrónia,F
Petúnia,F
Pilár,F
Pinty?ke,F
Pipacs,F
Pippa,F
Pírea,F
Piri,F
Pirit,F
Piros,F
Piroska,F
Placida,F
Platina,F
Póla,F
Polda,F
Polett,F
Pólika,F
Polina,F
Polixéna,F
Polixénia,F
Polla,F
Polli,F
Pompília,F
Pompónia,F
Poppea,F
Primula,F
Priszcilla,F
Prudencia,F
Psziché,F
Ráchel,F
Rafaéla,F
Rafaella,F
Ragna,F
Ráhel,F
Rahima,F
Raina,F
Rajmonda,F
Rajmunda,F
Rákhel,F
Rákis,F
Raktimá,F
Ramina,F
Ramira,F
Ramóna,F
Rana,F
Rania,F
Ránia,F
Rasdi,F
Rea,F
Rebeka,F
Rege,F
Regina,F
Reina,F
Réka,F
Relinda,F
Rella,F
Relli,F
Remény,F
Reményke,F
Réna,F
Renáta,F
Reni,F
Réta,F
Rezeda,F
Rézi,F
Ria,F
Riana,F
Rika,F
Ríka,F
Rikarda,F
Ripszima,F
Rita,F
Ritta,F
Riza,F
Roberta,F
Robertin,F
Robertina,F
Robina,F
Robinetta,F
Rodé,F
Rodelinda,F
Rodina,F
Romána,F
Romi,F
Romina,F
Rominett,F
Romola,F
Rona,F
Ronett,F
Ronetta,F
Rovéna,F
Roxán,F
Roxána,F
Róz,F
Róza,F
Rózabella,F
Rozali,F
Rozál,F
Rozália,F
Rozalin,F
Rozalina,F
Rozalinda,F
Rózamari,F
Rozamunda,F
Rozanna,F
Rozi,F
Rózi,F
Rozina,F
Rozita,F
Rozmarin,F
Rozmaring,F
Rozvita,F
